0.0042 0.0022 0.0041 0.0066 0.0078 0.0123 0.0153 0.0212 0.0262 0.0322 0.0388 0.0470 0.0569 0.0672 0.0807 0.0959 0.1109 0.1276 0.1487 0.1712 0.1998 0.2297 0.2640 0.3049 0.3473 0.4043 0.4651 0.5324 0.6277 0.8107 0.9294 1.1846 1.3183 1.5138 1.7449 1.9387 2.2091 2.4399 2.7101 3.0342 3.2955 3.5629 3.8570 4.1317 4.4498 4.7135 4.9484 5.3999 5.6648 5.9336 
0.0004 0.0033 0.0110 0.0279 0.0578 0.1000 0.1612 0.2477 0.3525 0.4965 0.6681 0.8543 1.1218 1.4106 1.7814 2.4430 3.0348 3.4205 4.3527 5.2380 6.8275 8.3907 10.0604 9.5097 15.5395 17.3639 20.3665 17.2125 26.2803 28.4810 32.4756 30.3027 40.4164 44.1868 48.6351 42.6297 59.0714 64.4836 69.2176 54.3911 81.4787 86.9675 94.1668 81.6848 108.8886 115.5413 127.2725 104.7379 142.7502 152.3339 
0.0059 0.0106 0.0136 0.0322 0.0676 0.1117 0.1786 0.2717 0.3745 0.5186 0.7078 0.9063 1.1760 1.4803 1.8551 2.5435 2.8241 3.4020 4.2593 5.2800 7.5627 9.6282 10.4338 9.3490 15.8162 17.9251 20.4016 17.4810 25.9122 28.5336 32.6920 30.4873 40.1958 44.9446 49.5861 43.3899 58.5470 63.4256 73.6720 58.4331 85.9355 91.1804 100.2442 86.9753 114.9634 121.2029 131.2696 111.0463 149.8743 157.5380 
